Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       1/1           CheckSegments [208]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[207]    0.0    0.00    0.00       1         CheckOptions [207]
-----------------------------------------------
                0.00    0.00       1/1           CheckArch [206]
[208]    0.0    0.00    0.00       1         CheckSegments [208]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[209]    0.0    0.00    0.00       1         CheckSetup [209]
-----------------------------------------------
                0.00    0.00       1/1           CheckArch [206]
[210]    0.0    0.00    0.00       1         CheckSwitches [210]
-----------------------------------------------
                0.00    0.00       1/1           SetupVPR [33]
[211]    0.0    0.00    0.00       1         InitArch [211]
                0.00    0.00       6/6           alloc_and_load_grid [173]
                0.00    0.00       5/5           freeGrid [176]
                0.00    0.00       2/171         my_calloc [144]
                0.00    0.00       2/382817      my_malloc [57]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[212]    0.0    0.00    0.00       1         IsTimingEnabled [212]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[213]    0.0    0.00    0.00       1         PrintTitle [213]
-----------------------------------------------
                0.00    0.00       1/1           ProcessDevice [215]
[214]    0.0    0.00    0.00       1         ProcessChanWidthDistr [214]
                0.00    0.00       3/41          FindElement [158]
                0.00    0.00       3/222         FreeNode [130]
                0.00    0.00       2/2           ProcessChanWidthDistrDir [187]
                0.00    0.00       1/183         FindProperty [140]
                0.00    0.00       1/125         ezxml_set_attr [154]
-----------------------------------------------
                0.00    0.00       1/1           XmlReadArch [236]
[215]    0.0    0.00    0.00       1         ProcessDevice [215]
                0.00    0.00       8/183         FindProperty [140]
                0.00    0.00       8/125         ezxml_set_attr [154]
                0.00    0.00       5/41          FindElement [158]
                0.00    0.00       5/222         FreeNode [130]
                0.00    0.00       1/1           ProcessChanWidthDistr [214]
                0.00    0.00       1/3774        my_atoi [91]
-----------------------------------------------
                0.00    0.00       1/1           ProcessTypes [220]
[216]    0.0    0.00    0.00       1         ProcessIO [216]
                0.00    0.00      17/382817      my_malloc [57]
                0.00    0.00       3/183         FindProperty [140]
                0.00    0.00       3/125         ezxml_set_attr [154]
                0.00    0.00       2/41          FindElement [158]
                0.00    0.00       2/222         FreeNode [130]
                0.00    0.00       1/221         CheckElement [136]
                0.00    0.00       1/3774        my_atoi [91]
                0.00    0.00       1/3           Process_Fc [181]
                0.00    0.00       1/5           alloc_matrix3 [175]
                0.00    0.00       1/171         my_calloc [144]
-----------------------------------------------
                0.00    0.00       1/1           XmlReadArch [236]
[217]    0.0    0.00    0.00       1         ProcessLayout [217]
                0.00    0.00       2/183         FindProperty [140]
                0.00    0.00       1/125         ezxml_set_attr [154]
-----------------------------------------------
                0.00    0.00       1/1           XmlReadArch [236]
[218]    0.0    0.00    0.00       1         ProcessSegments [218]
                0.00    0.00       6/183         FindProperty [140]
                0.00    0.00       6/125         ezxml_set_attr [154]
                0.00    0.00       4/222         FreeNode [130]
                0.00    0.00       3/382817      my_malloc [57]
                0.00    0.00       3/41          FindElement [158]
                0.00    0.00       2/2           ProcessCB_SB [186]
                0.00    0.00       1/7           CountChildren [168]
                0.00    0.00       1/43          ezxml_child [157]
                0.00    0.00       1/3774        my_atoi [91]
-----------------------------------------------
                0.00    0.00       1/1           XmlReadArch [236]
[219]    0.0    0.00    0.00       1         ProcessSwitches [219]
                0.00    0.00       8/183         FindProperty [140]
                0.00    0.00       8/125         ezxml_set_attr [154]
                0.00    0.00       1/7           CountChildren [168]
                0.00    0.00       1/382817      my_malloc [57]
                0.00    0.00       1/43          ezxml_child [157]
                0.00    0.00       1/1359        my_strdup [95]
                0.00    0.00       1/222         FreeNode [130]
-----------------------------------------------
                0.00    0.00       1/1           XmlReadArch [236]
[220]    0.0    0.00    0.00       1         ProcessTypes [220]
                0.00    0.00      17/222         FreeNode [130]
                0.00    0.00      15/41          FindElement [158]
                0.00    0.00       2/221         CheckElement [136]
                0.00    0.00       2/2           ProcessTypeProps [189]
                0.00    0.00       2/2           ProcessSubblocks [188]
                0.00    0.00       2/3           Process_Fc [181]
                0.00    0.00       2/2           SetupPinClasses [192]
                0.00    0.00       2/2           SetupPinLocations [193]
                0.00    0.00       2/2           SetupGridLocations [191]
                0.00    0.00       2/2           SetupTypeTiming [196]
                0.00    0.00       1/7           CountChildren [168]
                0.00    0.00       1/382817      my_malloc [57]
                0.00    0.00       1/1           SetupEmptyType [224]
                0.00    0.00       1/1           ProcessIO [216]
-----------------------------------------------
                0.00    0.00       1/1           ProcessOption [180]
[221]    0.0    0.00    0.00       1         ReadInt [221]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[222]    0.0    0.00    0.00       1         ReadOptions [222]
                0.00    0.00       4/1359        my_strdup [95]
                0.00    0.00       3/3           ProcessOption [180]
                0.00    0.00       1/382817      my_malloc [57]
-----------------------------------------------
                0.00    0.00       1/1           SetupVPR [33]
[223]    0.0    0.00    0.00       1         SetupAnnealSched [223]
-----------------------------------------------
                0.00    0.00       1/1           ProcessTypes [220]
[224]    0.0    0.00    0.00       1         SetupEmptyType [224]
-----------------------------------------------
                0.00    0.00       1/1           SetupVPR [33]
[225]    0.0    0.00    0.00       1         SetupOperation [225]
-----------------------------------------------
                0.00    0.00       1/1           SetupVPR [33]
[226]    0.0    0.00    0.00       1         SetupPlacerOpts [226]
-----------------------------------------------
                0.00    0.00       1/1           SetupVPR [33]
[227]    0.0    0.00    0.00       1         SetupRouterOpts [227]
-----------------------------------------------
                0.00    0.00       1/1           SetupVPR [33]
[228]    0.0    0.00    0.00       1         SetupRoutingArch [228]
-----------------------------------------------
                0.00    0.00       1/1           SetupVPR [33]
[229]    0.0    0.00    0.00       1         SetupSwitches [229]
                0.00    0.00       1/382817      my_malloc [57]
-----------------------------------------------
                0.00    0.00       1/1           SetupVPR [33]
[230]    0.0    0.00    0.00       1         SetupTiming [230]
-----------------------------------------------
                0.00    0.00       1/1           ShowPlacerOpts [233]
[231]    0.0    0.00    0.00       1         ShowAnnealSched [231]
-----------------------------------------------
                0.00    0.00       1/1           ShowSetup [235]
[232]    0.0    0.00    0.00       1         ShowOperation [232]
-----------------------------------------------
                0.00    0.00       1/1           ShowSetup [235]
[233]    0.0    0.00    0.00       1         ShowPlacerOpts [233]
                0.00    0.00       1/1           ShowAnnealSched [231]
-----------------------------------------------
                0.00    0.00       1/1           ShowSetup [235]
[234]    0.0    0.00    0.00       1         ShowRoutingArch [234]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[235]    0.0    0.00    0.00       1         ShowSetup [235]
                0.00    0.00       1/1           ShowOperation [232]
                0.00    0.00       1/1           ShowPlacerOpts [233]
                0.00    0.00       1/1           ShowRoutingArch [234]
-----------------------------------------------
                0.00    0.00       1/1           SetupVPR [33]
[236]    0.0    0.00    0.00       1         XmlReadArch [236]
                0.00    0.00       6/222         FreeNode [130]
                0.00    0.00       5/41          FindElement [158]
                0.00    0.00       1/1           ezxml_parse_file [273]
                0.00    0.00       1/221         CheckElement [136]
                0.00    0.00       1/1           ProcessLayout [217]
                0.00    0.00       1/1           ProcessDevice [215]
                0.00    0.00       1/1           ProcessTypes [220]
                0.00    0.00       1/1           ProcessSwitches [219]
                0.00    0.00       1/1           ProcessSegments [218]
-----------------------------------------------
                0.00    0.00       1/1           compute_delay_lookup_tables [5]
[237]    0.0    0.00    0.00       1         alloc_and_assign_internal_structures [237]
                0.00    0.00       2/437         alloc_matrix [122]
                0.00    0.00       1/1           alloc_net [256]
                0.00    0.00       1/1           alloc_block [253]
                0.00    0.00       1/1           reset_placement [304]
-----------------------------------------------
                0.00    0.00       1/1           alloc_route_structs [260]
[238]    0.0    0.00    0.00       1         alloc_and_load_clb_opins_used_locally [238]
                0.00    0.00       5/382817      my_malloc [57]
                0.00    0.00       2/4           get_class_range_for_block [179]
-----------------------------------------------
                0.00    0.00       1/1           alloc_and_load_timing_graph [248]
[239]    0.0    0.00    0.00       1         alloc_and_load_fanout_counts [239]
                0.00    0.00     138/171         my_calloc [144]
                0.00    0.00     138/437         alloc_matrix [122]
                0.00    0.00     138/276         load_one_fb_fanout_count [127]
                0.00    0.00       2/382817      my_malloc [57]
-----------------------------------------------
                0.00    0.00       1/1           alloc_and_load_placement_structs [243]
[240]    0.0    0.00    0.00       1         alloc_and_load_for_fast_cost_update [240]
                0.00    0.00      24/382817      my_malloc [57]
-----------------------------------------------
                0.00    0.00       1/1           build_rr_graph [7]
[241]    0.0    0.00    0.00       1         alloc_and_load_perturb_ipins [241]
                0.00    0.00       1/382817      my_malloc [57]
-----------------------------------------------
                0.00    0.00       1/1           alloc_and_load_timing_graph [248]
[242]    0.0    0.00    0.00       1         alloc_and_load_pin_mappings [242]
                0.00    0.00    2438/382817      my_malloc [57]
                0.00    0.00     138/437         alloc_matrix [122]
-----------------------------------------------
                0.00    0.00       1/1           try_place [3]
[243]    0.0    0.00    0.00       1         alloc_and_load_placement_structs [243]
                0.00    0.00    2052/382817      my_malloc [57]
                0.00    0.00       1/437         alloc_matrix [122]
                0.00    0.00       1/1           alloc_and_load_unique_pin_list [252]
                0.00    0.00       1/1           alloc_and_load_for_fast_cost_update [240]
-----------------------------------------------
                0.00    0.00       1/1           rr_graph_externals [38]
[244]    0.0    0.00    0.00       1         alloc_and_load_rr_clb_source [244]
                0.00    0.00       6/1421350     get_rr_node_index [56]
                0.00    0.00       3/382817      my_malloc [57]
                0.00    0.00       2/4           get_class_range_for_block [179]
-----------------------------------------------
                0.00    0.00       1/1           rr_graph_externals [38]
[245]    0.0    0.00    0.00       1         alloc_and_load_rr_indexed_data [245]
                0.00    0.00       2/2           load_rr_indexed_data_T_values [204]
                0.00    0.00       1/382817      my_malloc [57]
                0.00    0.00       1/1           load_rr_indexed_data_base_costs [298]
-----------------------------------------------
                0.00    0.00       1/1           alloc_routing_structs [6]
[246]    0.0    0.00    0.00       1         alloc_and_load_rr_node_route_structs [246]
                0.00    0.00       1/382817      my_malloc [57]
-----------------------------------------------
                0.00    0.00       1/1           build_rr_graph [7]
[247]    0.0    0.00    0.00       1         alloc_and_load_seg_details [247]
                0.00    0.00     265/382817      my_malloc [57]
                0.00    0.00       1/1           get_seg_track_counts [293]
-----------------------------------------------
                0.00    0.00       1/1           alloc_lookups_and_criticalities [4]
[248]    0.0    0.00    0.00       1         alloc_and_load_timing_graph [248]
                0.00    0.00       1/1           alloc_and_load_fanout_counts [239]
                0.00    0.00       1/1           alloc_and_load_pin_mappings [242]
                0.00    0.00       1/1           alloc_and_load_tnodes_and_net_mapping [251]
                0.00    0.00       1/1           alloc_and_load_timing_graph_levels [249]
                0.00    0.00       1/1           check_timing_graph [267]
                0.00    0.00       1/1           free_fanout_counts [278]
                0.00    0.00       1/1           alloc_net_slack [259]
                0.00    0.00       1/1           free_pin_mappings [280]
-----------------------------------------------
                0.00    0.00       1/1           alloc_and_load_timing_graph [248]
[249]    0.0    0.00    0.00       1         alloc_and_load_timing_graph_levels [249]
                0.00    0.00    5604/5604        insert_in_int_list [82]
                0.00    0.00      57/57          alloc_ivector_and_copy_int_list [155]
                0.00    0.00       1/1           alloc_and_load_tnode_fanin_and_check_edges [250]
                0.00    0.00       1/382817      my_malloc [57]
                0.00    0.00       1/5           my_realloc [177]
                0.00    0.00       1/1           free_int_list [279]
-----------------------------------------------
                0.00    0.00       1/1           alloc_and_load_timing_graph_levels [249]
[250]    0.0    0.00    0.00       1         alloc_and_load_tnode_fanin_and_check_edges [250]
                0.00    0.00       1/171         my_calloc [144]
-----------------------------------------------
                0.00    0.00       1/1           alloc_and_load_timing_graph [248]
[251]    0.0    0.00    0.00       1         alloc_and_load_tnodes_and_net_mapping [251]
                0.00    0.00     138/138         build_fb_tnodes [147]
                0.00    0.00     138/138         build_subblock_tnodes [148]
                0.00    0.00       3/382817      my_malloc [57]
-----------------------------------------------
                0.00    0.00       1/1           alloc_and_load_placement_structs [243]
[252]    0.0    0.00    0.00       1         alloc_and_load_unique_pin_list [252]
                0.00    0.00       3/171         my_calloc [144]
                0.00    0.00       1/382817      my_malloc [57]
-----------------------------------------------
                0.00    0.00       1/1           alloc_and_assign_internal_structures [237]
[253]    0.0    0.00    0.00       1         alloc_block [253]
                0.00    0.00       5/382817      my_malloc [57]
-----------------------------------------------
                0.00    0.00       1/1           alloc_lookups_and_criticalities [4]
[254]    0.0    0.00    0.00       1         alloc_crit [254]
                0.00    0.00     511/6904        my_chunk_malloc [81]
                0.00    0.00       1/382817      my_malloc [57]
-----------------------------------------------
                0.00    0.00       1/1           compute_delay_lookup_tables [5]
[255]    0.0    0.00    0.00       1         alloc_delta_arrays [255]
                0.00    0.00       4/437         alloc_matrix [122]
-----------------------------------------------
                0.00    0.00       1/1           alloc_and_assign_internal_structures [237]
[256]    0.0    0.00    0.00       1         alloc_net [256]
                0.00    0.00       4/382817      my_malloc [57]
-----------------------------------------------
                0.00    0.00       1/1           alloc_lookups_and_criticalities [4]
[257]    0.0    0.00    0.00       1         alloc_net_delay [257]
                0.00    0.00     511/6904        my_chunk_malloc [81]
                0.00    0.00       1/382817      my_malloc [57]
-----------------------------------------------
                0.00    0.00       1/1           rr_graph_externals [38]
[258]    0.0    0.00    0.00       1         alloc_net_rr_terminals [258]
                0.00    0.00       1/382817      my_malloc [57]
                0.00    0.00       1/6904        my_chunk_malloc [81]
-----------------------------------------------
                0.00    0.00       1/1           alloc_and_load_timing_graph [248]
[259]    0.0    0.00    0.00       1         alloc_net_slack [259]
                0.00    0.00     511/6904        my_chunk_malloc [81]
                0.00    0.00       1/382817      my_malloc [57]
-----------------------------------------------
                0.00    0.00       1/1           alloc_routing_structs [6]
[260]    0.0    0.00    0.00       1         alloc_route_structs [260]
                0.00    0.00       3/382817      my_malloc [57]
                0.00    0.00       1/171         my_calloc [144]
                0.00    0.00       1/1           alloc_and_load_clb_opins_used_locally [238]
-----------------------------------------------
                0.00    0.00       1/1           alloc_timing_driven_route_structs [262]
[261]    0.0    0.00    0.00       1         alloc_route_tree_timing_structs [261]
                0.00    0.00       1/382817      my_malloc [57]
-----------------------------------------------
                0.00    0.00       1/1           alloc_routing_structs [6]
[262]    0.0    0.00    0.00       1         alloc_timing_driven_route_structs [262]
                0.00    0.00       3/382817      my_malloc [57]
                0.00    0.00       1/1           get_max_pins_per_net [292]
                0.00    0.00       1/1           alloc_route_tree_timing_structs [261]
-----------------------------------------------
                0.00    0.00       1/1           check_netlist [265]
[263]    0.0    0.00    0.00       1         check_for_duplicate_block_names [263]
                0.00    0.00     139/139         get_next_hash [146]
                0.00    0.00     138/649         insert_in_hash_table [99]
                0.00    0.00       1/2           alloc_hash_table [198]
                0.00    0.00       1/1           start_hash_table_iterator [308]
                0.00    0.00       1/2           free_hash_table [201]
-----------------------------------------------
                0.00    0.00       1/1           check_netlist [265]
[264]    0.0    0.00    0.00       1         check_for_multiple_sink_connections [264]
                0.00    0.00       1/171         my_calloc [144]
-----------------------------------------------
                0.00    0.00       1/1           SetupVPR [33]
[265]    0.0    0.00    0.00       1         check_netlist [265]
                0.00    0.00     511/649         insert_in_hash_table [99]
                0.00    0.00     511/511         check_connections_to_global_fb_pins [102]
                0.00    0.00     138/138         get_num_conn [153]
                0.00    0.00     138/138         check_fb_conn [149]
                0.00    0.00     138/138         check_subblocks [152]
                0.00    0.00       1/2           alloc_hash_table [198]
                0.00    0.00       1/382817      my_malloc [57]
                0.00    0.00       1/437         alloc_matrix [122]
                0.00    0.00       1/2           free_hash_table [201]
                0.00    0.00       1/1           check_for_duplicate_block_names [263]
                0.00    0.00       1/1           check_for_multiple_sink_connections [264]
                0.00    0.00       1/429         free_matrix [124]
-----------------------------------------------
                0.00    0.00       1/1           build_rr_graph [7]
[266]    0.0    0.00    0.00       1         check_rr_graph [266]
                0.00    0.00   20292/20292       check_node [71]
                0.00    0.00   20292/20292       check_pass_transistors [72]
                0.00    0.00     220/220         rr_node_is_global_clb_ipin [139]
                0.00    0.00       3/171         my_calloc [144]
-----------------------------------------------
                0.00    0.00       1/1           alloc_and_load_timing_graph [248]
[267]    0.0    0.00    0.00       1         check_timing_graph [267]
-----------------------------------------------
                0.00    0.00       1/1           try_place [3]
[268]    0.0    0.00    0.00       1         comp_bb_cost [268]
                0.00    0.00     510/19355       get_net_cost [76]
                0.00    0.00     474/8609        get_non_updateable_bb [80]
                0.00    0.00      36/428         get_bb_from_scratch [125]
-----------------------------------------------
                0.00    0.00       1/1           try_place [3]
[269]    0.0    0.00    0.00       1         compute_net_pin_index_values [269]
-----------------------------------------------
                0.00    0.00       1/1           try_place [3]
[270]    0.0    0.00    0.00       1         count_connections [270]
-----------------------------------------------
                0.00    0.00       1/1           ezxml_parse_str [274]
[271]    0.0    0.00    0.00       1         ezxml_new [271]
-----------------------------------------------
                0.00    0.00       1/1           ezxml_parse_file [273]
[272]    0.0    0.00    0.00       1         ezxml_parse_fd [272]
                0.00    0.00       1/1           ezxml_parse_str [274]
-----------------------------------------------
                0.00    0.00       1/1           XmlReadArch [236]
[273]    0.0    0.00    0.00       1         ezxml_parse_file [273]
                0.00    0.00       1/1           ezxml_parse_fd [272]
-----------------------------------------------
                0.00    0.00       1/1           ezxml_parse_fd [272]
[274]    0.0    0.00    0.00       1         ezxml_parse_str [274]
                0.00    0.00     431/431         ezxml_char_content [123]
                0.00    0.00     222/222         ezxml_open_tag [135]
                0.00    0.00     222/222         ezxml_close_tag [131]
                0.00    0.00     120/551         ezxml_decode [100]
                0.00    0.00       1/1           ezxml_new [271]
                0.00    0.00       1/1           ezxml_str2utf8 [275]
-----------------------------------------------
                0.00    0.00       1/1           ezxml_parse_str [274]
[275]    0.0    0.00    0.00       1         ezxml_str2utf8 [275]
-----------------------------------------------
                0.00    0.00       1/1           compute_delay_lookup_tables [5]
[276]    0.0    0.00    0.00       1         free_and_reset_internal_structures [276]
                0.00    0.00       2/429         free_matrix [124]
-----------------------------------------------
                0.00    0.00       1/1           free_rr_graph [32]
[277]    0.0    0.00    0.00       1         free_chunk_memory [277]
-----------------------------------------------
                0.00    0.00       1/1           alloc_and_load_timing_graph [248]
[278]    0.0    0.00    0.00       1         free_fanout_counts [278]
                0.00    0.00     138/429         free_matrix [124]
-----------------------------------------------
                0.00    0.00       1/1           alloc_and_load_timing_graph_levels [249]
[279]    0.0    0.00    0.00       1         free_int_list [279]
-----------------------------------------------
                0.00    0.00       1/1           alloc_and_load_timing_graph [248]
[280]    0.0    0.00    0.00       1         free_pin_mappings [280]
                0.00    0.00     138/429         free_matrix [124]
-----------------------------------------------
                0.00    0.00       1/1           free_routing_structs [45]
[281]    0.0    0.00    0.00       1         free_route_structs [281]
                0.00    0.00       2/2           free_ivec_vector [202]
-----------------------------------------------
                0.00    0.00       1/1           free_timing_driven_route_structs [286]
[282]    0.0    0.00    0.00       1         free_route_tree_timing_structs [282]
-----------------------------------------------
                0.00    0.00       1/1           free_routing_structs [45]
[283]    0.0    0.00    0.00       1         free_rr_node_route_structs [283]
-----------------------------------------------
                0.00    0.00       1/1           build_rr_graph [7]
[284]    0.0    0.00    0.00       1         free_sblock_pattern_lookup [284]
-----------------------------------------------
                0.00    0.00       1/1           build_rr_graph [7]
[285]    0.0    0.00    0.00       1         free_seg_details [285]
-----------------------------------------------
                0.00    0.00       1/1           free_routing_structs [45]
[286]    0.0    0.00    0.00       1         free_timing_driven_route_structs [286]
                0.00    0.00       1/1           free_route_tree_timing_structs [282]
-----------------------------------------------
                0.00    0.00       1/1           free_routing_structs [45]
[287]    0.0    0.00    0.00       1         free_trace_structs [287]
                0.00    0.00       1/479         free_traceback [103]
-----------------------------------------------
                0.00    0.00       1/1           build_rr_graph [7]
[288]    0.0    0.00    0.00       1         free_type_pin_to_track_map [288]
                0.00    0.00       3/3           free_matrix4 [185]
-----------------------------------------------
                0.00    0.00       1/1           build_rr_graph [7]
[289]    0.0    0.00    0.00       1         free_type_track_to_ipin_map [289]
                0.00    0.00       2/4           free_matrix3 [178]
-----------------------------------------------
                0.00    0.00       1/1           load_rr_indexed_data_base_costs [298]
[290]    0.0    0.00    0.00       1         get_delay_normalization_fac [290]
                0.00    0.00     264/1421350     get_rr_node_index [56]
-----------------------------------------------
                0.00    0.00       1/1           compute_delay_lookup_tables [5]
[291]    0.0    0.00    0.00       1         get_longest_segment_length [291]
-----------------------------------------------
                0.00    0.00       1/1           alloc_timing_driven_route_structs [262]
[292]    0.0    0.00    0.00       1         get_max_pins_per_net [292]
-----------------------------------------------
                0.00    0.00       1/1           alloc_and_load_seg_details [247]
[293]    0.0    0.00    0.00       1         get_seg_track_counts [293]
                0.00    0.00       2/382817      my_malloc [57]
-----------------------------------------------
                0.00    0.00       1/1           try_place [3]
[294]    0.0    0.00    0.00       1         init_draw_coords [294]
-----------------------------------------------
                0.00    0.00       1/1           alloc_routing_structs [6]
[295]    0.0    0.00    0.00       1         init_route_structs [295]
                0.00    0.00       1/479         free_traceback [103]
                0.00    0.00       1/1           load_route_bb [297]
-----------------------------------------------
                0.00    0.00       1/1           try_place [3]
[296]    0.0    0.00    0.00       1         initial_placement [296]
                0.00    0.00     138/200450      my_irand [62]
                0.00    0.00       5/382817      my_malloc [57]
                0.00    0.00       2/171         my_calloc [144]
-----------------------------------------------
                0.00    0.00       1/1           init_route_structs [295]
[297]    0.0    0.00    0.00       1         load_route_bb [297]
-----------------------------------------------
                0.00    0.00       1/1           alloc_and_load_rr_indexed_data [245]
[298]    0.0    0.00    0.00       1         load_rr_indexed_data_base_costs [298]
                0.00    0.00       1/1           get_delay_normalization_fac [290]
-----------------------------------------------
                0.00    0.00       1/1           compute_delay_lookup_tables [5]
[299]    0.0    0.00    0.00       1         load_simplified_device [299]
                0.00    0.00     144/382817      my_malloc [57]
                0.00    0.00       1/437         alloc_matrix [122]
-----------------------------------------------
                0.00    0.00       1/1           SetupVPR [33]
[300]    0.0    0.00    0.00       1         load_subblock_info_to_type [300]
                0.00    0.00     189/382817      my_malloc [57]
-----------------------------------------------
                0.00    0.00       1/1           read_netlist [37]
[301]    0.0    0.00    0.00       1         my_fopen [301]
-----------------------------------------------
                0.00    0.00       1/1           SetupVPR [33]
[302]    0.0    0.00    0.00       1         my_srandom [302]
-----------------------------------------------
                0.00    0.00       1/1           try_place [3]
[303]    0.0    0.00    0.00       1         recompute_bb_cost [303]
-----------------------------------------------
                0.00    0.00       1/1           alloc_and_assign_internal_structures [237]
[304]    0.0    0.00    0.00       1         reset_placement [304]
-----------------------------------------------
                0.00    0.00       1/1           compute_delay_lookup_tables [5]
[305]    0.0    0.00    0.00       1         restore_original_device [305]
                0.00    0.00       1/429         free_matrix [124]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[306]    0.0    0.00    0.00       1         set_graphics_state [306]
-----------------------------------------------
                0.00    0.00       1/1           compute_delay_lookup_tables [5]
[307]    0.0    0.00    0.00       1         setup_chan_width [307]
                0.00    0.00       1/2           init_chan [203]
-----------------------------------------------
                0.00    0.00       1/1           check_for_duplicate_block_names [263]
[308]    0.0    0.00    0.00       1         start_hash_table_iterator [308]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012-2014 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

 [206] CheckArch             [259] alloc_net_slack (path_delay.c) [179] get_class_range_for_block
 [136] CheckElement (xml_arch.c) [260] alloc_route_structs [290] get_delay_normalization_fac (rr_graph_indexed_data.c)
 [171] CheckGrid (SetupVPR.c) [261] alloc_route_tree_timing_structs [31] get_expected_segs_to_target (route_timing.c)
 [207] CheckOptions            [6] alloc_routing_structs (timing_place_lookup.c) [96] get_first_pin (timing_place_lookup.c)
 [208] CheckSegments (CheckArch.c) [85] alloc_rt_node (route_tree_timing.c) [69] get_heap_head
 [209] CheckSetup             [35] alloc_sblock_pattern_lookup [291] get_longest_segment_length (timing_place_lookup.c)
 [210] CheckSwitches (CheckArch.c) [262] alloc_timing_driven_route_structs [292] get_max_pins_per_net (route_timing.c)
 [168] CountChildren (xml_arch.c) [86] alloc_trace_data (route_common.c) [76] get_net_cost (place.c)
  [93] CountTokens            [66] assess_swap (place.c) [146] get_next_hash
 [128] CountTokensInString (xml_arch.c) [22] assign_blocks_and_route_net (timing_place_lookup.c) [80] get_non_updateable_bb (place.c)
 [158] FindElement (xml_arch.c) [104] assign_locations (timing_place_lookup.c) [153] get_num_conn (check_netlist.c)
 [140] FindProperty (xml_arch.c) [101] build_block_output_tnode (path_delay.c) [58] get_rr_cong_cost
 [130] FreeNode (xml_arch.c) [147] build_fb_tnodes (path_delay.c) [56] get_rr_node_index
  [92] FreeTokens              [7] build_rr_graph         [18] get_seg_end
 [143] GetNodeTokens (xml_arch.c) [145] build_rr_sinks_sources (rr_graph.c) [12] get_seg_start
 [211] InitArch (SetupVPR.c)  [13] build_rr_xchan (rr_graph.c) [293] get_seg_track_counts (rr_graph2.c)
 [212] IsTimingEnabled        [14] build_rr_ychan (rr_graph.c) [70] get_simple_switch_block_track
  [73] IsWhitespace (xml_arch.c) [148] build_subblock_tnodes (path_delay.c) [166] get_std_dev (place.c)
 [172] ParseFc (xml_arch.c)   [28] build_unidir_rr_opins (rr_graph.c) [26] get_timing_driven_expected_cost (route_timing.c)
 [213] PrintTitle (main.c)   [200] check_all_tracks_reach_pins (rr_graph.c) [110] get_top_of_heap_index (heapsort.c)
 [186] ProcessCB_SB (xml_arch.c) [102] check_connections_to_global_fb_pins (check_netlist.c) [49] get_track_to_ipins
 [214] ProcessChanWidthDistr (xml_arch.c) [149] check_fb_conn (check_netlist.c) [9] get_track_to_tracks
 [187] ProcessChanWidthDistrDir (xml_arch.c) [150] check_fb_to_subblock_connections (check_netlist.c) [126] get_type_by_name (read_netlist.c)
