Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00   14520/18463104     build_rr_ychan [14]
                0.00    0.00   29040/18463104     is_cbox [50]
                0.00    0.00   29040/18463104     load_chan_rr_indices [51]
                0.00    0.00   55176/18463104     get_track_to_tracks [9]
                0.00    0.00   58080/18463104     label_incoming_wires [48]
                0.00    0.00  166056/18463104     is_sbox [47]
                0.24    0.00 18096672/18463104     label_wire_muxes [11]
[12]    42.9    0.24    0.00 18463104         get_seg_start [12]
-----------------------------------------------
                0.00    0.17     110/110         alloc_and_load_rr_graph [8]
[13]    30.0    0.00    0.17     110         build_rr_xchan [13]
                0.01    0.16   27588/55176       get_track_to_tracks [9]
                0.00    0.00    7986/15972       get_track_to_ipins [49]
                0.00    0.00   14520/18463104     get_seg_start [12]
                0.00    0.00   14520/18254940     get_seg_end [18]
                0.00    0.00    7986/1421350     get_rr_node_index [56]
                0.00    0.00    7986/17092       alloc_and_load_edges_and_switches [77]
-----------------------------------------------
                0.00    0.17     110/110         alloc_and_load_rr_graph [8]
[14]    30.0    0.00    0.17     110         build_rr_ychan [14]
                0.01    0.16   27588/55176       get_track_to_tracks [9]
                0.00    0.00    7986/15972       get_track_to_ipins [49]
                0.00    0.00   14520/18463104     get_seg_start [12]
                0.00    0.00   14520/18254940     get_seg_end [18]
                0.00    0.00    7986/1421350     get_rr_node_index [56]
                0.00    0.00    7986/17092       alloc_and_load_edges_and_switches [77]
-----------------------------------------------
                0.01    0.14   30888/30888       get_unidir_track_to_chan_seg [10]
[15]    27.1    0.01    0.14   30888         label_wire_muxes_for_balance [15]
                0.01    0.13   30888/68548       label_wire_muxes [11]
                0.00    0.00 1176120/1421350     get_rr_node_index [56]
                0.00    0.00   30888/382817      my_malloc [57]
-----------------------------------------------
                0.00    0.00     138/57178       starting_t [53]
                0.01    0.13   57040/57178       try_place [3]
[16]    24.9    0.01    0.13   57178         try_swap [16]
                0.02    0.05   57178/57178       comp_delta_td_cost [17]
                0.03    0.00   57178/57178       find_affected_nets [20]
                0.03    0.00   57082/57082       update_td_cost [21]
                0.00    0.00   83260/200450      my_irand [62]
                0.00    0.00   57178/57178       find_to [67]
                0.00    0.00   57178/57178       assess_swap [66]
                0.00    0.00   18845/19355       get_net_cost [76]
                0.00    0.00   10710/10710       update_bb [79]
                0.00    0.00    8135/8609        get_non_updateable_bb [80]
                0.00    0.00       4/382817      my_malloc [57]
-----------------------------------------------
                0.02    0.05   57178/57178       try_swap [16]
[17]    12.4    0.02    0.05   57178         comp_delta_td_cost [17]
                0.05    0.00 1790247/1800606     comp_td_point_to_point_delay [19]
-----------------------------------------------
                0.00    0.00   14520/18254940     build_rr_xchan [13]
                0.00    0.00   14520/18254940     build_rr_ychan [14]
                0.00    0.00   15972/18254940     get_track_to_ipins [49]
                0.00    0.00   55176/18254940     get_track_to_tracks [9]
                0.00    0.00   58080/18254940     label_incoming_wires [48]
                0.06    0.00 18096672/18254940     label_wire_muxes [11]
[18]    10.7    0.06    0.00 18254940         get_seg_end [18]
-----------------------------------------------
                0.00    0.00   10359/1800606     comp_td_costs [54]
                0.05    0.00 1790247/1800606     comp_delta_td_cost [17]
[19]     8.9    0.05    0.00 1800606         comp_td_point_to_point_delay [19]
-----------------------------------------------
                0.03    0.00   57178/57178       try_swap [16]
[20]     5.4    0.03    0.00   57178         find_affected_nets [20]
-----------------------------------------------
                0.03    0.00   57082/57082       try_swap [16]
[21]     5.4    0.03    0.00   57082         update_td_cost [21]
-----------------------------------------------
                0.00    0.01     100/477         compute_delta_fb_to_fb [44]
                0.00    0.01     119/477         compute_delta_fb_to_io [43]
                0.00    0.01     120/477         generic_compute_matrix [41]
                0.00    0.01     138/477         compute_delta_io_to_io [40]
[22]     5.4    0.00    0.03     477         assign_blocks_and_route_net [22]
                0.00    0.03     477/477         timing_driven_route_net [23]
                0.00    0.00     477/478         assign_locations [104]
                0.00    0.00     477/478         load_net_rr_terminals [105]
-----------------------------------------------
                0.00    0.03     477/477         assign_blocks_and_route_net [22]
[23]     5.4    0.00    0.03     477         timing_driven_route_net [23]
                0.00    0.03   19577/19577       timing_driven_expand_neighbours [25]
                0.00    0.00     477/477         add_route_tree_to_heap [55]
                0.00    0.00   22465/22465       get_heap_head [69]
                0.00    0.00   22465/220989      free_heap_data [60]
                0.00    0.00   19536/19536       add_to_mod_list [74]
                0.00    0.00     954/954         pathfinder_update_one_cost [97]
                0.00    0.00     477/479         free_traceback [103]
                0.00    0.00     477/477         heapsort [111]
                0.00    0.00     477/477         mark_ends [115]
                0.00    0.00     477/477         update_rr_base_costs [119]
                0.00    0.00     477/477         init_route_tree_to_source [112]
                0.00    0.00     477/477         update_traceback [120]
                0.00    0.00     477/477         update_route_tree [118]
                0.00    0.00     477/477         reset_path_costs [116]
                0.00    0.00     477/477         empty_heap [108]
                0.00    0.00     477/477         free_route_tree [109]
                0.00    0.00     477/477         update_net_delays_from_route_tree [117]
-----------------------------------------------
                0.00    0.03       1/1           compute_delay_lookup_tables [5]
[24]     5.4    0.00    0.03       1         compute_delta_arrays [24]
                0.00    0.01       1/1           compute_delta_io_to_io [40]
                0.00    0.01       1/1           compute_delta_io_to_fb [42]
                0.00    0.01       1/1           compute_delta_fb_to_io [43]
                0.00    0.01       1/1           compute_delta_fb_to_fb [44]
-----------------------------------------------
                0.00    0.03   19577/19577       timing_driven_route_net [23]
[25]     5.3    0.00    0.03   19577         timing_driven_expand_neighbours [25]
                0.01    0.01  222082/222559      get_timing_driven_expected_cost [26]
                0.00    0.01  222082/222559      node_to_heap [29]
                0.00    0.00  222082/222082      get_rr_cong_cost [58]
-----------------------------------------------
                0.00    0.00     477/222559      add_route_tree_to_heap [55]
                0.01    0.01  222082/222559      timing_driven_expand_neighbours [25]
[26]     3.6    0.01    0.01  222559         get_timing_driven_expected_cost [26]
                0.01    0.00  217602/217602      get_expected_segs_to_target [31]
-----------------------------------------------
                0.00    0.01    1120/1120        build_unidir_rr_opins [28]
[27]     1.8    0.00    0.01    1120         get_unidir_opin_connections [27]
                0.00    0.01    2240/68548       label_wire_muxes [11]
                0.00    0.00   73920/1421350     get_rr_node_index [56]
                0.00    0.00   73920/218668      insert_in_edge_list [61]
-----------------------------------------------
                0.00    0.01     144/144         alloc_and_load_rr_graph [8]
[28]     1.8    0.00    0.01     144         build_unidir_rr_opins [28]
                0.00    0.01    1120/1120        get_unidir_opin_connections [27]
                0.00    0.00    1120/1421350     get_rr_node_index [56]
                0.00    0.00    1120/17092       alloc_and_load_edges_and_switches [77]
-----------------------------------------------
                0.00    0.00     477/222559      add_route_tree_to_heap [55]
                0.00    0.01  222082/222559      timing_driven_expand_neighbours [25]
[29]     1.8    0.00    0.01  222559         node_to_heap [29]
                0.01    0.00  220989/220989      add_to_heap [30]
                0.00    0.00  220989/220989      alloc_heap_data [59]
-----------------------------------------------
                0.01    0.00  220989/220989      node_to_heap [29]
[30]     1.8    0.01    0.00  220989         add_to_heap [30]
                0.00    0.00       4/5           my_realloc [177]
-----------------------------------------------
                0.01    0.00  217602/217602      get_timing_driven_expected_cost [26]
[31]     1.8    0.01    0.00  217602         get_expected_segs_to_target [31]
-----------------------------------------------
                0.00    0.01       1/2           alloc_routing_structs [6]
                0.00    0.01       1/2           free_routing_structs [45]
[32]     1.8    0.00    0.01       2         free_rr_graph [32]
                0.01    0.00       1/1           free_rr_node_indices [36]
                0.00    0.00       1/1           free_chunk_memory [277]
-----------------------------------------------
                0.00    0.01       1/1           main [1]
[33]     1.8    0.00    0.01       1         SetupVPR [33]
                0.00    0.01       1/1           read_netlist [37]
                0.00    0.00       1/1           SetupOperation [225]
                0.00    0.00       1/1           SetupPlacerOpts [226]
                0.00    0.00       1/1           SetupAnnealSched [223]
                0.00    0.00       1/1           SetupRouterOpts [227]
                0.00    0.00       1/1           XmlReadArch [236]
                0.00    0.00       1/1           SetupSwitches [229]
                0.00    0.00       1/1           SetupRoutingArch [228]
                0.00    0.00       1/1           SetupTiming [230]
                0.00    0.00       1/1           my_srandom [302]
                0.00    0.00       1/1           load_subblock_info_to_type [300]
                0.00    0.00       1/1           check_netlist [265]
                0.00    0.00       1/1           InitArch [211]
-----------------------------------------------
                0.01    0.00       1/1           rr_graph_externals [38]
[34]     1.8    0.01    0.00       1         add_rr_graph_C_from_switches [34]
                0.00    0.00   78880/78880       seg_index_of_cblock [63]
                0.00    0.00   65868/65868       seg_index_of_sblock [64]
                0.00    0.00       3/171         my_calloc [144]
-----------------------------------------------
                0.01    0.00       1/1           build_rr_graph [7]
[35]     1.8    0.01    0.00       1         alloc_sblock_pattern_lookup [35]
                0.00    0.00       5/382817      my_malloc [57]
-----------------------------------------------
                0.01    0.00       1/1           free_rr_graph [32]
[36]     1.8    0.01    0.00       1         free_rr_node_indices [36]
-----------------------------------------------
                0.00    0.01       1/1           SetupVPR [33]
[37]     1.8    0.00    0.01       1         read_netlist [37]
                0.01    0.00       1/1           sync_nets_to_blocks [39]
                0.00    0.00    3543/3774        my_atoi [91]
                0.00    0.00    3129/3302        FreeTokens [92]
                0.00    0.00    3126/3287        CountTokens [93]
                0.00    0.00    2943/2943        ReadLineTokens [94]
                0.00    0.00    2001/382817      my_malloc [57]
                0.00    0.00    1352/1359        my_strdup [95]
                0.00    0.00     414/414         get_type_by_name [126]
                0.00    0.00       1/1           my_fopen [301]
-----------------------------------------------
                0.00    0.01       1/1           build_rr_graph [7]
[38]     1.8    0.00    0.01       1         rr_graph_externals [38]
                0.01    0.00       1/1           add_rr_graph_C_from_switches [34]
                0.00    0.00       1/1           alloc_net_rr_terminals [258]
                0.00    0.00       1/1           alloc_and_load_rr_indexed_data [245]
                0.00    0.00       1/478         load_net_rr_terminals [105]
                0.00    0.00       1/1           alloc_and_load_rr_clb_source [244]
-----------------------------------------------
                0.01    0.00       1/1           read_netlist [37]
[39]     1.8    0.01    0.00       1         sync_nets_to_blocks [39]
                0.00    0.00    1022/382817      my_malloc [57]
-----------------------------------------------
                0.00    0.01       1/1           compute_delta_arrays [24]
[40]     1.5    0.00    0.01       1         compute_delta_io_to_io [40]
                0.00    0.01     138/477         assign_blocks_and_route_net [22]
-----------------------------------------------
                0.00    0.01       3/3           compute_delta_io_to_fb [42]
[41]     1.3    0.00    0.01       3         generic_compute_matrix [41]
                0.00    0.01     120/477         assign_blocks_and_route_net [22]
-----------------------------------------------
                0.00    0.01       1/1           compute_delta_arrays [24]
[42]     1.3    0.00    0.01       1         compute_delta_io_to_fb [42]
                0.00    0.01       3/3           generic_compute_matrix [41]
-----------------------------------------------
                0.00    0.01       1/1           compute_delta_arrays [24]
[43]     1.3    0.00    0.01       1         compute_delta_fb_to_io [43]
                0.00    0.01     119/477         assign_blocks_and_route_net [22]
-----------------------------------------------
                0.00    0.01       1/1           compute_delta_arrays [24]
[44]     1.1    0.00    0.01       1         compute_delta_fb_to_fb [44]
                0.00    0.01     100/477         assign_blocks_and_route_net [22]
-----------------------------------------------
                0.00    0.01       1/1           compute_delay_lookup_tables [5]
[45]     0.9    0.00    0.01       1         free_routing_structs [45]
                0.00    0.01       1/2           free_rr_graph [32]
                0.00    0.00       1/1           free_rr_node_route_structs [283]
                0.00    0.00       1/1           free_route_structs [281]
                0.00    0.00       1/1           free_trace_structs [287]
                0.00    0.00       1/1           free_timing_driven_route_structs [286]
-----------------------------------------------
                0.00    0.00     121/121         build_rr_graph [7]
[46]     0.7    0.00    0.00     121         load_sblock_pattern_lookup [46]
                0.00    0.00     440/68548       label_wire_muxes [11]
                0.00    0.00     440/440         label_incoming_wires [48]
                0.00    0.00   21912/21912       get_simple_switch_block_track [70]
                0.00    0.00   13068/13068       find_label_of_track [78]
-----------------------------------------------
                0.00    0.00   58080/166056      label_incoming_wires [48]
                0.00    0.00  107976/166056      get_track_to_tracks [9]
[47]     0.4    0.00    0.00  166056         is_sbox [47]
                0.00    0.00  166056/18463104     get_seg_start [12]
-----------------------------------------------
                0.00    0.00     440/440         load_sblock_pattern_lookup [46]
[48]     0.3    0.00    0.00     440         label_incoming_wires [48]
                0.00    0.00   58080/18463104     get_seg_start [12]
                0.00    0.00   58080/166056      is_sbox [47]
                0.00    0.00   58080/18254940     get_seg_end [18]
                0.00    0.00     440/382817      my_malloc [57]
-----------------------------------------------
                0.00    0.00    7986/15972       build_rr_xchan [13]
                0.00    0.00    7986/15972       build_rr_ychan [14]
[49]     0.1    0.00    0.00   15972         get_track_to_ipins [49]
                0.00    0.00   29040/29040       is_cbox [50]
                0.00    0.00   15972/18254940     get_seg_end [18]
                0.00    0.00   78880/1421350     get_rr_node_index [56]
                0.00    0.00   78880/218668      insert_in_edge_list [61]
                0.00    0.00   58080/58080       vpr_to_phy_track [65]
-----------------------------------------------
                0.00    0.00   29040/29040       get_track_to_ipins [49]
[50]     0.1    0.00    0.00   29040         is_cbox [50]
                0.00    0.00   29040/18463104     get_seg_start [12]
-----------------------------------------------
                0.00    0.00       2/2           alloc_and_load_rr_node_indices [52]
[51]     0.1    0.00    0.00       2         load_chan_rr_indices [51]
                0.00    0.00   29040/18463104     get_seg_start [12]
                0.00    0.00     244/382817      my_malloc [57]
-----------------------------------------------
                0.00    0.00       1/1           build_rr_graph [7]
[52]     0.1    0.00    0.00       1         alloc_and_load_rr_node_indices [52]
                0.00    0.00       2/2           load_chan_rr_indices [51]
                0.00    0.00     307/382817      my_malloc [57]
-----------------------------------------------
                0.00    0.00       1/1           try_place [3]
[53]     0.1    0.00    0.00       1         starting_t [53]
                0.00    0.00     138/57178       try_swap [16]
                0.00    0.00       1/382817      my_malloc [57]
                0.00    0.00       1/8           get_std_dev [166]
-----------------------------------------------
                0.00    0.00       9/9           try_place [3]
[54]     0.1    0.00    0.00       9         comp_td_costs [54]
                0.00    0.00   10359/1800606     comp_td_point_to_point_delay [19]
-----------------------------------------------
                0.00    0.00     477/477         timing_driven_route_net [23]
[55]     0.0    0.00    0.00     477         add_route_tree_to_heap [55]
                0.00    0.00     477/222559      get_timing_driven_expected_cost [26]
                0.00    0.00     477/222559      node_to_heap [29]
-----------------------------------------------
                0.00    0.00       6/1421350     alloc_and_load_rr_clb_source [244]
                0.00    0.00     264/1421350     get_delay_normalization_fac [290]
                0.00    0.00     264/1421350     load_rr_indexed_data_T_values [204]
                0.00    0.00     956/1421350     load_net_rr_terminals [105]
                0.00    0.00    1120/1421350     build_unidir_rr_opins [28]
                0.00    0.00    7980/1421350     build_rr_sinks_sources [145]
                0.00    0.00    7986/1421350     build_rr_xchan [13]
                0.00    0.00    7986/1421350     build_rr_ychan [14]
                0.00    0.00   65868/1421350     get_unidir_track_to_chan_seg [10]
                0.00    0.00   73920/1421350     get_unidir_opin_connections [27]
                0.00    0.00   78880/1421350     get_track_to_ipins [49]
                0.00    0.00 1176120/1421350     label_wire_muxes_for_balance [15]
[56]     0.0    0.00    0.00 1421350         get_rr_node_index [56]
-----------------------------------------------
                0.00    0.00       1/382817      check_netlist [265]
                0.00    0.00       1/382817      alloc_and_load_rr_node_route_structs [246]
                0.00    0.00       1/382817      alloc_trace_data [86]
                0.00    0.00       1/382817      alloc_route_tree_timing_structs [261]
                0.00    0.00       1/382817      alloc_and_load_perturb_ipins [241]
                0.00    0.00       1/382817      alloc_and_load_rr_graph [8]
                0.00    0.00       1/382817      alloc_net_rr_terminals [258]
                0.00    0.00       1/382817      alloc_and_load_rr_indexed_data [245]
                0.00    0.00       1/382817      alloc_net_delay [257]
                0.00    0.00       1/382817      alloc_net_slack [259]
                0.00    0.00       1/382817      alloc_and_load_timing_graph_levels [249]
                0.00    0.00       1/382817      ReadOptions [222]
                0.00    0.00       1/382817      SetupSwitches [229]
                0.00    0.00       1/382817      ProcessTypes [220]
                0.00    0.00       1/382817      ProcessSwitches [219]
                0.00    0.00       1/382817      try_place [3]
                0.00    0.00       1/382817      starting_t [53]
                0.00    0.00       1/382817      alloc_and_load_unique_pin_list [252]
                0.00    0.00       1/382817      alloc_crit [254]
                0.00    0.00       2/382817      alloc_and_load_actual_fc [197]
                0.00    0.00       2/382817      get_seg_track_counts [293]
                0.00    0.00       2/382817      alloc_and_load_fanout_counts [239]
                0.00    0.00       2/382817      InitArch [211]
                0.00    0.00       2/382817      ProcessSubblocks [188]
                0.00    0.00       3/382817      alloc_route_structs [260]
                0.00    0.00       3/382817      alloc_linked_f_pointer [75]
                0.00    0.00       3/382817      alloc_timing_driven_route_structs [262]
                0.00    0.00       3/382817      alloc_and_load_rr_clb_source [244]
                0.00    0.00       3/382817      alloc_and_load_tnodes_and_net_mapping [251]
                0.00    0.00       3/382817      ProcessSegments [218]
                0.00    0.00       4/382817      build_rr_graph [7]
                0.00    0.00       4/382817      try_swap [16]
                0.00    0.00       4/382817      alloc_net [256]
                0.00    0.00       5/382817      alloc_and_load_clb_opins_used_locally [238]
                0.00    0.00       5/382817      alloc_sblock_pattern_lookup [35]
                0.00    0.00       5/382817      initial_placement [296]
                0.00    0.00       5/382817      alloc_block [253]
                0.00    0.00       6/382817      my_chunk_malloc [81]
                0.00    0.00       6/382817      insert_in_vptr_list [174]
                0.00    0.00       6/382817      alloc_and_load_pin_to_track_map [183]
                0.00    0.00       6/382817      SetupPinClasses [192]
                0.00    0.00       8/382817      alloc_heap_data [59]
                0.00    0.00      14/382817      alloc_linked_rt_edge [89]
                0.00    0.00      15/382817      alloc_rt_node [85]
                0.00    0.00      17/382817      ProcessIO [216]
                0.00    0.00      22/382817      SetupPinLocations [193]
                0.00    0.00      24/382817      alloc_and_load_for_fast_cost_update [240]
                0.00    0.00      43/382817      SetupClassInf [190]
                0.00    0.00      56/382817      alloc_ivector_and_copy_int_list [155]
                0.00    0.00     138/382817      build_fb_tnodes [147]
                0.00    0.00     138/382817      build_subblock_tnodes [148]
                0.00    0.00     144/382817      load_simplified_device [299]
                0.00    0.00     189/382817      load_subblock_info_to_type [300]
                0.00    0.00     244/382817      load_chan_rr_indices [51]
                0.00    0.00     254/382817      alloc_matrix4 [199]
                0.00    0.00     265/382817      alloc_and_load_seg_details [247]
                0.00    0.00     307/382817      alloc_and_load_rr_node_indices [52]
                0.00    0.00     346/382817      GetNodeTokens [143]
                0.00    0.00     440/382817      label_incoming_wires [48]
                0.00    0.00     548/382817      alloc_matrix3 [175]
                0.00    0.00     766/382817      alloc_and_load_grid [173]
                0.00    0.00     867/382817      insert_in_int_list [82]
                0.00    0.00     932/382817      alloc_and_load_track_to_pin_lookup [184]
                0.00    0.00    1022/382817      sync_nets_to_blocks [39]
                0.00    0.00    1298/382817      insert_in_hash_table [99]
                0.00    0.00    1359/382817      my_strdup [95]
                0.00    0.00    2001/382817      read_netlist [37]
                0.00    0.00    2052/382817      alloc_and_load_placement_structs [243]
                0.00    0.00    2438/382817      alloc_and_load_pin_mappings [242]
                0.00    0.00    3079/382817      alloc_matrix [122]
                0.00    0.00    5520/382817      build_rr_sinks_sources [145]
                0.00    0.00    5880/382817      ReadLineTokens [94]
                0.00    0.00   30888/382817      label_wire_muxes_for_balance [15]
                0.00    0.00   34184/382817      alloc_and_load_edges_and_switches [77]
                0.00    0.00   68548/382817      label_wire_muxes [11]
                0.00    0.00  218668/382817      insert_in_edge_list [61]
[57]     0.0    0.00    0.00  382817         my_malloc [57]
-----------------------------------------------
                0.00    0.00  222082/222082      timing_driven_expand_neighbours [25]
[58]     0.0    0.00    0.00  222082         get_rr_cong_cost [58]
-----------------------------------------------
                0.00    0.00  220989/220989      node_to_heap [29]
[59]     0.0    0.00    0.00  220989         alloc_heap_data [59]
                0.00    0.00       8/382817      my_malloc [57]
-----------------------------------------------
                0.00    0.00   22465/220989      timing_driven_route_net [23]
                0.00    0.00  198524/220989      empty_heap [108]
[60]     0.0    0.00    0.00  220989         free_heap_data [60]
-----------------------------------------------
                0.00    0.00   65868/218668      get_unidir_track_to_chan_seg [10]
                0.00    0.00   73920/218668      get_unidir_opin_connections [27]
                0.00    0.00   78880/218668      get_track_to_ipins [49]
[61]     0.0    0.00    0.00  218668         insert_in_edge_list [61]
                0.00    0.00  218668/382817      my_malloc [57]
-----------------------------------------------
                0.00    0.00     138/200450      initial_placement [296]
                0.00    0.00   83260/200450      try_swap [16]
                0.00    0.00  117052/200450      find_to [67]
[62]     0.0    0.00    0.00  200450         my_irand [62]
-----------------------------------------------
                0.00    0.00   78880/78880       add_rr_graph_C_from_switches [34]
[63]     0.0    0.00    0.00   78880         seg_index_of_cblock [63]
-----------------------------------------------
                0.00    0.00   65868/65868       add_rr_graph_C_from_switches [34]
[64]     0.0    0.00    0.00   65868         seg_index_of_sblock [64]
-----------------------------------------------
                0.00    0.00   58080/58080       get_track_to_ipins [49]
[65]     0.0    0.00    0.00   58080         vpr_to_phy_track [65]
-----------------------------------------------
                0.00    0.00   57178/57178       try_swap [16]
[66]     0.0    0.00    0.00   57178         assess_swap [66]
                0.00    0.00   27513/27513       my_frand [68]
-----------------------------------------------
                0.00    0.00   57178/57178       try_swap [16]
[67]     0.0    0.00    0.00   57178         find_to [67]
                0.00    0.00  117052/200450      my_irand [62]
-----------------------------------------------
                0.00    0.00   27513/27513       assess_swap [66]
[68]     0.0    0.00    0.00   27513         my_frand [68]
-----------------------------------------------
                0.00    0.00   22465/22465       timing_driven_route_net [23]
[69]     0.0    0.00    0.00   22465         get_heap_head [69]
-----------------------------------------------
                0.00    0.00   21912/21912       load_sblock_pattern_lookup [46]
[70]     0.0    0.00    0.00   21912         get_simple_switch_block_track [70]
-----------------------------------------------
                0.00    0.00   20292/20292       check_rr_graph [266]
[71]     0.0    0.00    0.00   20292         check_node [71]
-----------------------------------------------
                0.00    0.00   20292/20292       check_rr_graph [266]
[72]     0.0    0.00    0.00   20292         check_pass_transistors [72]
-----------------------------------------------
                0.00    0.00    1470/19634       FreeNode [130]
                0.00    0.00    8807/19634       GetNodeTokens [143]
                0.00    0.00    9357/19634       CountTokensInString [128]
[73]     0.0    0.00    0.00   19634         IsWhitespace [73]
-----------------------------------------------
                0.00    0.00   19536/19536       timing_driven_route_net [23]
[74]     0.0    0.00    0.00   19536         add_to_mod_list [74]
                0.00    0.00   19536/19536       alloc_linked_f_pointer [75]
-----------------------------------------------
                0.00    0.00   19536/19536       add_to_mod_list [74]
[75]     0.0    0.00    0.00   19536         alloc_linked_f_pointer [75]
                0.00    0.00       3/382817      my_malloc [57]
-----------------------------------------------
                0.00    0.00     510/19355       comp_bb_cost [268]
                0.00    0.00   18845/19355       try_swap [16]
[76]     0.0    0.00    0.00   19355         get_net_cost [76]
-----------------------------------------------
                0.00    0.00    1120/17092       build_unidir_rr_opins [28]
                0.00    0.00    7986/17092       build_rr_xchan [13]
                0.00    0.00    7986/17092       build_rr_ychan [14]
[77]     0.0    0.00    0.00   17092         alloc_and_load_edges_and_switches [77]
                0.00    0.00   34184/382817      my_malloc [57]
-----------------------------------------------
                0.00    0.00   13068/13068       load_sblock_pattern_lookup [46]
[78]     0.0    0.00    0.00   13068         find_label_of_track [78]
-----------------------------------------------
                0.00    0.00   10710/10710       try_swap [16]
[79]     0.0    0.00    0.00   10710         update_bb [79]
                0.00    0.00     392/428         get_bb_from_scratch [125]
-----------------------------------------------
                0.00    0.00     474/8609        comp_bb_cost [268]
                0.00    0.00    8135/8609        try_swap [16]
[80]     0.0    0.00    0.00    8609         get_non_updateable_bb [80]
-----------------------------------------------
                0.00    0.00       1/6904        alloc_net_rr_terminals [258]
                0.00    0.00     511/6904        alloc_net_delay [257]
                0.00    0.00     511/6904        alloc_net_slack [259]
                0.00    0.00     511/6904        build_block_output_tnode [101]
                0.00    0.00     511/6904        alloc_crit [254]
                0.00    0.00    1213/6904        build_fb_tnodes [147]
                0.00    0.00    3646/6904        build_subblock_tnodes [148]
[81]     0.0    0.00    0.00    6904         my_chunk_malloc [81]
                0.00    0.00       6/382817      my_malloc [57]
                0.00    0.00       6/6           insert_in_vptr_list [174]
-----------------------------------------------
                0.00    0.00    5604/5604        alloc_and_load_timing_graph_levels [249]
[82]     0.0    0.00    0.00    5604         insert_in_int_list [82]
                0.00    0.00     867/382817      my_malloc [57]
-----------------------------------------------
                0.00    0.00    1724/4966        build_fb_tnodes [147]
                0.00    0.00    3242/4966        check_fb_to_subblock_connections [150]
[83]     0.0    0.00    0.00    4966         is_opin [83]
-----------------------------------------------
                0.00    0.00    4742/4742        check_subblocks [152]
[84]     0.0    0.00    0.00    4742         check_subblock_pin [84]
-----------------------------------------------
                0.00    0.00     477/4627        init_route_tree_to_source [112]
                0.00    0.00    4150/4627        add_path_to_route_tree [106]
[85]     0.0    0.00    0.00    4627         alloc_rt_node [85]
                0.00    0.00      15/382817      my_malloc [57]
-----------------------------------------------
                0.00    0.00    4627/4627        update_traceback [120]
[86]     0.0    0.00    0.00    4627         alloc_trace_data [86]
                0.00    0.00       1/382817      my_malloc [57]
-----------------------------------------------
                0.00    0.00    4627/4627        free_route_tree [109]
[87]     0.0    0.00    0.00    4627         free_rt_node [87]
-----------------------------------------------
                0.00    0.00    4627/4627        free_traceback [103]
[88]     0.0    0.00    0.00    4627         free_trace_data [88]
-----------------------------------------------
                0.00    0.00    4150/4150        add_path_to_route_tree [106]
[89]     0.0    0.00    0.00    4150         alloc_linked_rt_edge [89]
                0.00    0.00      14/382817      my_malloc [57]
-----------------------------------------------
                0.00    0.00    4150/4150        free_route_tree [109]
[90]     0.0    0.00    0.00    4150         free_linked_rt_edge [90]
-----------------------------------------------
                0.00    0.00       1/3774        ProcessTypeProps [189]
                0.00    0.00       1/3774        ProcessDevice [215]
                0.00    0.00       1/3774        ProcessIO [216]
                0.00    0.00       1/3774        ProcessSegments [218]
                0.00    0.00       5/3774        SetupGridLocations [191]
                0.00    0.00       5/3774        ProcessSubblocks [188]
                0.00    0.00     106/3774        SetupPinClasses [192]
                0.00    0.00     111/3774        SetupPinLocations [193]
                0.00    0.00    3543/3774        read_netlist [37]
[91]     0.0    0.00    0.00    3774         my_atoi [91]
-----------------------------------------------
                0.00    0.00       6/3302        SetupTypeTiming [196]
                0.00    0.00      12/3302        SetupPinLocations [193]
                0.00    0.00      40/3302        SetupSubblocksTcomb [195]
                0.00    0.00      41/3302        SetupPinClasses [192]
                0.00    0.00      74/3302        SetupSubblocksTSeq [194]
                0.00    0.00    3129/3302        read_netlist [37]
[92]     0.0    0.00    0.00    3302         FreeTokens [92]
-----------------------------------------------
                0.00    0.00       6/3287        SetupTypeTiming [196]
                0.00    0.00      40/3287        SetupSubblocksTcomb [195]
                0.00    0.00      41/3287        SetupPinClasses [192]
                0.00    0.00      74/3287        SetupSubblocksTSeq [194]
                0.00    0.00    3126/3287        read_netlist [37]
[93]     0.0    0.00    0.00    3287         CountTokens [93]
-----------------------------------------------
                0.00    0.00    2943/2943        read_netlist [37]
[94]     0.0    0.00    0.00    2943         ReadLineTokens [94]
                0.00    0.00    5880/382817      my_malloc [57]
-----------------------------------------------
                0.00    0.00       1/1359        ProcessSwitches [219]
                0.00    0.00       2/1359        ProcessTypeProps [189]
                0.00    0.00       4/1359        ReadOptions [222]
                0.00    0.00    1352/1359        read_netlist [37]
[95]     0.0    0.00    0.00    1359         my_strdup [95]
                0.00    0.00    1359/382817      my_malloc [57]
-----------------------------------------------
                0.00    0.00     956/956         assign_locations [104]
[96]     0.0    0.00    0.00     956         get_first_pin [96]
-----------------------------------------------
                0.00    0.00     954/954         timing_driven_route_net [23]
[97]     0.0    0.00    0.00     954         pathfinder_update_one_cost [97]
-----------------------------------------------
                0.00    0.00     649/649         insert_in_hash_table [99]
[98]     0.0    0.00    0.00     649         hash_value [98]
-----------------------------------------------
                0.00    0.00     138/649         check_for_duplicate_block_names [263]
                0.00    0.00     511/649         check_netlist [265]
[99]     0.0    0.00    0.00     649         insert_in_hash_table [99]
